sku,title,desc,quantity,cost-price,price,image,col,vendor,country,line,SV_razmer,teplota,podderjka,razm_nav,razm_podod,razmer_prostini,tip_prostini,visota,napolnitel,napolnitel_chehla,napolnitel_yadra,ves_napolnitel,ves_nopolnitel_chehla,ves_napolnitel_yadra,tkan,sostav_tkan,tip_zast,tip_zast_navol,tip_zast_podod,tip_krepl,tip_stejki,okantovka,upak,tip_upak,kol_upak,material,plotnost,barcode,SV_cvet,tkan_verh,tkan_niz,sostav,Kornevai
11217-кремовый,11217-Кремовый ANITA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",4,797.0,1195.5,http://alvitek.com.ru/upload/iblock/885/885977f1668135fa65d8a700dd00b324.jpeg,"",TWO DOLPHINS,"","",50х90х2шт+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",3 шт.,"","",2000925607641,"","","","",Alvitek
11217-пудра,11217-Пудра ANITA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,797.0,1195.5,http://alvitek.com.ru/upload/iblock/609/60966ea86040cc8a43c739b7a50f79cf.jpeg,"",TWO DOLPHINS,"","",50х90х2шт+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",3 шт.,"","",2000925607658,"","","","",Alvitek
11217-светлосерый,11217-Светло серый ANITA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,931.0,1396.5,http://alvitek.com.ru/upload/iblock/292/292e1afefc7b508b3f872fde36ec340e.jpeg,"",TWO DOLPHINS,"","",50х90х2шт+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",3 шт.,"","",2000925607610,"","","","",Alvitek
11220-брусничный,11220-Брусничный ELMAS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/76c/76cb334a851c0d4564dc02a3cbf6a5f9.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607702,"","","","",Alvitek
11220-кремовый,11220-Кремовый ELMAS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,797.0,1195.5,http://alvitek.com.ru/upload/iblock/2ac/2ac41859edbef655b0b30467c0037c1b.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607719,"","","","",Alvitek
11220-пудра,11220-Пудра ELMAS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,1449.0,2173.5,http://alvitek.com.ru/upload/iblock/44e/44e79f0838e8a899a45df489f900dc78.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607726,"","","","",Alvitek
11220-светлобежевый,11220-Светло-бежевый ELMAS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/35a/35ad1fd40c4941e1d83d8deb4b8ab9e5.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607672,"","","","",Alvitek
11220-светлорозовый,11220-Светло-розовый ELMAS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/3fa/3fa3face1f36fc953dc857ff4fe717f3.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607689,"","","","",Alvitek
11220-серый,11220-Серый ELMAS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/349/349f4ffc71584ee18c3a319e81457746.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607696,"","","","",Alvitek
11224-бежевый,11224 Бежевый HUBER махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,797.0,1195.5,http://alvitek.com.ru/upload/iblock/1d4/1d4a3f7394eeaf69c6408854ccddf26a.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607764,"","","","",Alvitek
11224-брусничный,11224 Брусничный HUBER махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/908/908a3cb176391d611d578e140a381c88.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607771,"","","","",Alvitek
11224-зелёный,11224 Зелёный HUBER махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,931.0,1396.5,http://alvitek.com.ru/upload/iblock/7de/7de97dbc96ac5f809bc794d0b82e4f27.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607801,"","","","",Alvitek
11224-лиловый,11224 Лиловый HUBER махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/451/451182b741a9aa42c516d73ba6ce5adf.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607788,"","","","",Alvitek
11224-розовый,11224 Розовый HUBER махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/df3/df3a4151606e03faf239831ef377fc7b.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607795,"","","","",Alvitek
11224-светлосерый,11224 Светло-серый HUBER махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",3,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/8b9/8b9b2cd56eeb2e0ae47f4e71b0b52a27.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607757,"","","","",Alvitek
11234-брусничный,11234 Брусничный MARS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/9c6/9c65cb3f38c30798eb6d459cecceb67c.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607832,"","","","",Alvitek
11234-коричневый,11234 Коричневый MARS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/e8d/e8d146cfff34ad3eac1efa7a66bb9686.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607849,"","","","",Alvitek
11234-кремовый,11234 Кремовый MARS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",3,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/d46/d461ce9930b59322bcd34e72a66c8569.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607856,"","","","",Alvitek
11234-розовый,11234 Розовый MARS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",4,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/e52/e523020618f483540a64c6c0b28b3ada.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607863,"","","","",Alvitek
11234-светлорозовый,11234 Светло-розовый MARS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/c41/c41993ae9e8ba82c3d56215fd152ac95.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607825,"","","","",Alvitek
11234-светлосерый,11234 Светло-серый MARS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",4,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/63c/63ccb05206c7cafd639ad4b3f1388e40.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607818,"","","","",Alvitek
11230-бежевый,11230 Бежевый MEIS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/ff0/ff0cb470313751b42fcdfa7d8dd9e863.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607887,"","","","",Alvitek
11230-кремовый,11230 Кремовый MEIS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/6fb/6fb5b9f5e08223878a4ef805450a54dd.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607894,"","","","",Alvitek
11230-светлосерый,11230 Светло-серый MEIS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/a24/a24ab37c3f460174fc538f0d64fd4bba.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607870,"","","","",Alvitek
11230-голубой,11230 Голубой MEIS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,931.0,1396.5,http://alvitek.com.ru/upload/iblock/7bf/7bfc8272beb4a370b9e545a9fb127b70.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607917,"","","","",Alvitek
11230-лиловый,11230 Лиловый MEIS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/d9a/d9a2a62551a9926dd54c5e479bf3ccef.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607900,"","","","",Alvitek
11230-пудра,11230 Пудра MEIS махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/8a3/8a3c09f06164ab15e9566349d28cd71d.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607924,"","","","",Alvitek
11251-зелёный,11251 Зелёный LADY ROSE  (50х90+70х140 ) в коробке METEOR,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/ecd/ecd440956f37d0a59e5cb26cbd289c56.jpeg,"",Метеор Текстиль,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607986,"","","","",Alvitek
11251-кремовый,11251 Кремовый LADY ROSE  (50х90+70х140 ) в коробке METEOR,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/ba9/ba9bb5bfd3cd548e057be6b29941ed10.jpeg,"",Метеор Текстиль,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607948,"","","","",Alvitek
11251-персиковый,11251 Персиковый LADY ROSE  (50х90+70х140 ) в коробке METEOR,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/639/639ef3b4b3083b8eb050f378070fe3d5.jpeg,"",Метеор Текстиль,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607979,"","","","",Alvitek
11251-пудра,11251 Пудра LADY ROSE  (50х90+70х140 ) в коробке METEOR,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/797/7975454fa6dc3f2fe3c84d7a4b59c07b.jpeg,"",Метеор Текстиль,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607962,"","","","",Alvitek
11251-розовый,11251 Розовый LADY ROSE  (50х90+70х140 ) в коробке METEOR,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/b41/b41fbcc65743f9dc39e6c21fe2af055f.jpeg,"",Метеор Текстиль,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607955,"","","","",Alvitek
11251-светлозелёный,11251 Светло-зелёный LADY ROSE  (50х90+70х140 ) в коробке METEOR,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/139/1397dbf43e5fae914aeb58817e58a64b.jpeg,"",Метеор Текстиль,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"",480г/м,2000925607931,"","","","",Alvitek
ОСК-О-22,"ОСК-О-22 Одеяло ""Кашемир"" 200х220 легкое","одеяло с наполнителем из пуха горных коз 200 г/кв.м, чехол (хлопок 100%)- ткань пуходержащий сатин (слоновая кость) , косая бейка, уголок, бирка, флажок, постер, в чемодане",4,4405.0,6607.5,http://alvitek.com.ru/upload/iblock/bea/bea922b99d1a0b7ec33fc3dfe15bbe0a.jpeg,Кашемир,AlViTek (АльВиТек),Россия,Премиум,200х220,Легкое,"","","","","","","Пух горной козы,пэ","","",200 гр/кв.м,"","",Сатин пуходержащий,100% хлопок,"","","","",Многоигольная машина,Косая бейка,Сумка оригинальная,"","","","",4607048005682,Молочный,"","","",Alvitek
ПГЛ-050,"ПГЛ-050 Подушка ""Токката"" 50х68","подушка: чехол с молнией, тик; наполнитель очищенная, обеспыленная гречневая лузга 3кг, кант, бирка, сумка",16,478.0,717.0,http://alvitek.com.ru/upload/iblock/b55/b553055ebd476e885f6e7e78164ad738.jpeg,Токката,AlViTek (АльВиТек),Россия,Стандарт,50х68,"","","","","","","",Гречневая лузга,"","",3 кг,"","",Тик,"",Молния,"","","","",Кант,Сумка оригинальная,"","","","",4607048000335,"Набивной рисунок,может отличаться от цвета на фото","","","",Alvitek
ПГЛ-4060,"ПГЛ-4060 Подушка ""Токката"" 40х60","подушка: чехол с молнией, тик; наполнитель очищенная, обеспыленная гречневая лузга 2кг, кант, бирка, сумка",17,364.0,546.0,http://alvitek.com.ru/upload/iblock/9fe/9feea169323113a05bfa92ab9489303e.jpeg,Токката,AlViTek (АльВиТек),Россия,Стандарт,40х60,"","","","","","","",Гречневая лузга,"","",2 кг,"","",Тик,"",Молния,"","","","",Кант,Сумка оригинальная,"","","","",4607048000342,"Набивной рисунок,может отличаться от цвета на фото","","","",Alvitek
